id,LGD
LN20099533,0.76951885
LN85723850,0.015967429
LN27648085,0.18834163
LN43826230,0.22107345
LN18624067,0.093416534
LN66452799,0.4168929
LN78880537,0.45026183
LN83830040,0.57058924
LN79687801,0.43990102
LN76598635,0.29756492
LN56192401,0.6533391
LN30037733,0.24589513
LN96279765,0.58639735
LN15555067,0.46461228
LN40352310,0.37808728
LN52655854,0.47054854
LN58832260,0.09043731
LN45777295,0.29451934
LN11137748,0.44464082
LN40119792,0.755446
LN65469705,0.21477371
LN97555541,0.7342225
LN28134800,0.5699693
LN51121866,0.119640805
LN59163440,0.23176382
LN41115704,0.31806996
LN73383574,0.25927767
LN14165826,0.3013598
LN71358483,0.5922499
LN95870424,0.09150829
LN44733476,0.4911634
LN25121887,0.552642
LN94256430,0.72131205
LN74909191,0.5081012
LN15683320,0.3185606
LN24367748,0.07220232
LN47376834,0.3708304
LN11421520,0.24141333
LN24158262,0.14881524
LN81838239,0.7277348
LN16177019,0.42322132
LN82450546,0.25881305
LN88614010,0.69332546
LN16799389,0.6307924
LN53576210,0.5540374
LN23382187,0.6544071
LN56037976,0.43802455
LN41870322,0.6279425
LN31212763,0.42006797
LN35270218,0.10941088
LN48189998,0.5120606
LN12561869,0.5990644
LN34043819,0.41632304
LN18163912,0.661476
LN61951313,0.6650889
LN30430224,0.196456
LN11494536,0.68156666
LN16596258,0.43492305
LN87670376,0.13726589
LN40903870,0.22078511
LN81272930,0.44795382
LN23126957,0.69868386
LN13149590,0.52502036
LN91153570,0.61163265
LN75881282,0.3088714
LN36913442,0.27079406
LN57947955,0.44552204
LN84030709,0.6878009
LN63181780,0.74824065
LN27703400,0.27633634
LN54951402,0.10018377
LN23211198,0.6753106
LN96384325,0.1316891
LN74208637,0.63164747
LN84835696,0.28702444
LN73633570,0.62107664
LN29207957,0.6110298
LN66558727,0.19862033
LN26292401,0.45853505
LN50863545,0.49128142
LN37509975,0.589729
LN19978886,0.73181087
LN43822549,0.5965703
LN73796142,0.449648
LN44512031,0.069370955
LN71805860,0.3923347
LN65191435,0.1562825
LN58500550,0.6708222
LN93931312,0.66853476
LN12376823,0.23178485
LN84683191,0.7456481
LN95843546,0.29662114
LN90775114,0.22182691
LN96274527,0.6835329
LN65868963,0.2986117
LN87181489,0.5710604
LN28066681,0.2622505
LN28714134,0.35666248
LN49793541,0.50922143
LN58383333,0.16467868
LN49469524,0.5491252
LN67428870,0.6683563
LN60783179,0.16707084
LN45163956,0.6202827
LN81454959,0.4391977
LN31677391,0.22754629
LN27964584,0.3125771
LN96294256,0.6697205
LN65662061,0.6990078
LN55068102,0.3951439
LN46991438,0.638783
LN20030570,0.3820687
LN54941168,-0.43566534
LN37434966,0.59679055
LN22983159,0.1816608
LN98094819,0.45651564
LN20291906,0.10062914
LN93087195,0.6230958
LN95584867,0.18605438
LN52453161,0.41115123
LN88736069,0.64552194
LN31165994,0.64692223
LN94503121,0.42644447
LN83003459,0.66080445
LN74443653,0.5346123
LN99986307,0.35577855
LN60961138,0.5278635
LN79294557,0.09017386
LN47944707,0.1699745
LN94826625,0.57422906
LN85491544,0.7167246
LN63430664,0.23496692
LN30226705,0.7157064
LN85749666,0.6934121
LN99682959,0.114448525
LN85998239,0.19157244
LN49165053,0.41438338
LN63048068,0.315851
LN68780139,0.13321215
LN65785543,0.36345714
LN55273138,0.44287187
LN27732331,0.070783004
LN85394432,0.73837775
LN23866263,0.7806598
LN91686220,0.31905136
LN13608688,0.5736061
LN53787736,0.1165581
LN59794161,0.43897352
LN13574179,0.7123141
LN76696399,0.60115486
LN29743509,0.40359637
LN24058650,0.6709396
LN34960957,0.29735267
LN39785929,0.6222456
LN11610287,0.7502992
LN36573717,0.56262714
LN95599400,0.71855927
LN16485917,0.09590556
LN97705136,0.70669466
LN87097942,0.38611236
LN96630128,0.17086199
LN67763372,0.29429212
LN67619360,0.47781393
LN33213021,0.20582274
LN15669230,0.740554
LN83733274,0.66616905
LN36997319,0.35729167
LN89459549,0.17709082
LN30365492,0.45273352
LN38136408,0.61329657
LN63138453,0.5599705
LN93727401,0.64906704
LN36755931,0.12691183
LN96883281,0.42406633
LN74582759,0.7075181
LN51710300,0.45807385
LN89562084,0.36893213
LN60829418,0.61885226
LN83861442,0.47618696
LN99308244,0.633802
LN54026249,0.44712466
LN86670910,0.4364445
LN63614466,0.09809299
LN91386238,0.66789055
LN59154899,0.15638642
LN99186353,0.72098887
LN93123564,0.35217676
LN29008643,0.3439005
LN75795997,0.2789047
LN87882941,0.44210994
LN33074371,0.52974004
LN98423063,0.2218454
LN12709281,0.248865
LN68330564,0.53198117
LN54731214,0.42529812
LN96917923,0.12109627
LN35652507,0.3345735
LN78632871,0.5112194
LN83591988,0.64612573
LN77662233,0.14634044
LN17186036,0.6569187
LN47891512,0.6096133
LN27039553,0.21297435
LN26746336,0.33764806
LN31874359,0.57272214
LN77146692,0.7835235
LN20194227,0.31014925
LN52001199,0.37519604
LN87532075,0.17924045
LN20451687,0.41696766
LN39655900,0.24912526
LN59811897,0.24583182
LN51190576,0.38604617
LN18894210,0.16422208
LN85604799,0.13423161
LN56522686,0.5489749
LN20453944,0.24516511
LN92451591,0.5984396
LN28736456,0.5707245
LN35334695,0.23190269
LN10942852,0.41047934
LN47865188,0.52094805
LN64816527,0.47761577
LN12573450,0.7291015
LN76676590,0.41623566
LN29981202,0.17137052
LN33468994,0.46550897
LN17755834,0.31268743
LN66539840,0.60156137
LN64497962,0.4283175
LN96095239,0.069237344
LN60896895,0.4055896
LN71981984,0.12267888
LN95681258,0.576817
LN13933463,0.47512105
